address,reward_amount
0x81A50471c13c98a104d4208279f5FB8e829237BC,305.002033346889
0x5B5F6117d61e8362674F4792EEF0CC4675ffc3Aa,305.002033346889
0x92f0497FeDD5a9D00Bd01a8252eaBEEDfE904891,305.002033346889
0x47bA15063FFe7A3eb93Bc93bDe915d02696F8936,305.002033346889
0xa5921ecFb09FC6ed149Dba00fA9403eCBb1Bfd47,305.002033346889
0x124f8639f3229723e4eB196C11C34DC062C94232,305.002033346889
0x9926a2b0795807e35d18eBa884302EaBd66269Dc,305.002033346889
0x1174caddC811589a46d31fA46154DC7E157F5A15,305.002033346889
0x2Af116Fd3F3471baC76FB00D27B515f17c884b3a,305.002033346889
0x5435147875f657C0Cd46e4699760779dCdF3A79D,305.002033346889
0xEdd36b4189B963cA9DBf4b806f1F23C6E5BBc90D,305.002033346889
0x8e25301C83d7B72eb20A4aaB814A48Acc11ecc59,305.002033346889
0x5080EedDfD083eFA6D9b20C00B0eE9B6B9f072e3,305.002033346889
0xB088F2bCcfc6044bFCf8A57f1de2363B81cc5F0b,305.002033346889
0x288Cf4D8B578a7Faa2332c1a07da3CC34840637B,305.002033346889
0x5DD7761Bb42fe91d7FAb78C25A735f3D136658d7,305.002033346889
0x4F8d498d1e55E498D84e9E18f981fFeF418fd5Df,305.002033346889
0x0799a67e924F7C73f64cEcB806092Aa7Bde83DbB,305.002033346889
0xAbA977fF0029d6E8787FE7fF456cA133598a1D0a,305.002033346889
0x391ed1f2Cd909A0b59bD688620a825B2a4F5487f,305.002033346889
0x2C9fad6EAacf563C3E6900b7b42F81ecF4bacA00,305.002033346889
0xEfBE561fd0b634062285184412E5d216818DCE4A,305.002033346889
0x8442d2468D83daFd573FDee8F39C17424676851F,305.002033346889
0x7c2daC6B9e03F34aE0A975d6E42aFd35ad29Cb7b,305.002033346889
0xD1B112B0306B3479843D007E535B8cda36C2737D,305.002033346889
0xd579d3D93AAE7e9F133092A4595fb41B63665E4F,305.002033346889
0x84f408489c9c197210317138A57fc88e1f2E87eC,305.002033346889
0x491457A1B9a9bD021B96f8ed2BBa3689a86e7fb4,305.002033346889
0x31d72Ec4370AbbEAeb12A7a4C525AEeF43Aea353,305.002033346889
0xE7f29827Ef3EE767912EB8F0076729410d402be4,305.002033346889
0x653e52970fcc5e593459187d011d28557696244f,305.002033346889
0x81c18055211ba493E7da1dF8B8F3B84c025359E2,305.002033346889
0x788569D010BD40E54E5B8cbA2Ed83aCB6D548869,305.002033346889
0x37e23feaCc8Da35B290c35380270f7e9da8Db839,305.002033346889
0xfF55ac10542B1820b0bb3eD6AedFaBeBdAE5c823,305.002033346889
0x64269e2F23650ABEeD3C87c99EDbea597f5864fF,203.334688897926
0x7BA3aE154F3E72F512eA628adB8D788fD350183C,203.334688897926
0xb1953b1Bf031fD450137a27Aa4beD8E6c0f8CEa6,203.334688897926
0x37d6A69D5A4DeEbF43BbCb3B4D4cEDFd346D7b6F,203.334688897926
0x6A8745078d19b96ED43369eAbb568f8016d0562a,203.334688897926
0x9B201331451a84482872Ead931e6C9125b5B4b80,203.334688897926
0x54fe82Add631620125927e47Df198E049F8ccE54,203.334688897926
0x946F7031009A3b8399ACa261526fE49Af05Ef410,203.334688897926
0x71B086421aa6eE1659Df135a09e9bF8A2aEa9652,203.334688897926
0x908d010254415Fc96D575f42CfdCd5D0cdB1d3c2,203.334688897926
0x91aaE0400D6BB640cC122ec7C432DE47b38D1164,203.334688897926
0xe483687d9c5AAd2844684eaA87125D8bf4C62b61,203.334688897926
0x2B2c75febcAa0037E123D24527f3d1e6c21Bd8FF,203.334688897926
0xc36B4B0a9956456604e90C0Ee7D0FD72b7f20427,203.334688897926
0x18832dc635e51772f569E847Af309E09D3152037,203.334688897926
0xd939AdC89420A6DB106F2C3c4F06B1E76517922a,203.334688897926
0x31D4e8EE886B0EE51A149A04966D4fd6b80208e2,203.334688897926
0x157A6Bb61fa8275B391fe5A1678563DBB8498EE4,203.334688897926
0x457Cc8ce23157Ab43aAae659CbEbd8BB22518094,203.334688897926
0x171fEb1453397b4EBD62621e9c67cE97c91EdC1C,203.334688897926
0xF894A2115dCaEd222D96Db3dd3D66A3B377d77F3,203.334688897926
0xE41368122B4F5459594C6cc3fCD1192B48f7013E,203.334688897926
0x6793dfE73C8c55aA492877D75F6BEbCcEe906FF8,203.334688897926
0xC674e8429b9A530cf15F5E711241a306FAa49FE5,203.334688897926
0x526928d4bd4e95e6670eEf195B83e0E9f4dE5e16,203.334688897926
0x02049BE59563Ff7F0cb895c4A23CBD0fF60043E0,203.334688897926
0x54172eCDBdc5288F8Adfa21d2D45dfaaf123EdAC,203.334688897926
0xB5A8AF5168f41d732Ee5419bE17453B4950FA69d,203.334688897926
0x46B52005018B86AD51EfAdff7f8589EAa0951D6a,203.334688897926
0xfd2C9579d9b90F4DfbCa06d14A6dd4592d73DAb0,203.334688897926
0xD42064Bb56253416635ea5121C2857B87b69BAfA,203.334688897926
0xAc7BfD9CF05d4030974a44649e944Cf32A6184e3,203.334688897926
0x08394f83b7686AE76CE324F1a0788B463313b721,203.334688897926
0x3A76A25aDED9cFe784571d4c71450a856470581B,203.334688897926
0xaAc76d3360f0ECaC9381D4B0C918bbD4a930D910,203.334688897926
0x58eA5f4B8fC79497a8E5c6c6b9999F94C3513d36,203.334688897926
0xaf4B25767d82388360c1d0DA5fC5bCfbeFA601bA,203.334688897926
0x09418bC1ED033D84057Fe22DcD49728508D61bb5,203.334688897926
0xa67c102C13Ee27661602c328C760bEBcB359d0e4,203.334688897926
0x281AafB2d93bC822B96dDaa6067959C5C5E536E5,203.334688897926
0xfA6737ed38bb4a8af433cf3FBA3d52ddd88565F0,203.334688897926
0xC1d2f204847B6749aa17918b60aeE1Cef5609b19,203.334688897926
0x046FBbD2Cc297969a12ab3CE20A9B4B65E48383c,203.334688897926
0x4a3764F2A62c8f75172CcEFfc0B0F0F850a00780,203.334688897926
0xF92990c129b1D1A87Cc7c755f37a2BE338bee402,203.334688897926
0x61e158d668A400de58Af9eb5138A177BE604dbF5,203.334688897926
0xD7E0B20d19F1a572271306deB40bE3a695513386,203.334688897926
0x4Ee5D67e6b13D7A78bF092DA3D1102C512C532A0,203.334688897926
0xdC7bafC9e2E0D62c39BA6A25E584c89649E86E91,203.334688897926
0x8DDcA1fe0f6326891De12cA362cdF259170DE252,203.334688897926
0xe2f1c2A21ACf0C83F7b55CCcbAB5612Fa50F4957,203.334688897926
0x9d429580B2CE2D6F284D974a26Ea0058E0230562,203.334688897926
0x7ACb04Ff20139C00Df44001d227a0Bf8354572C3,203.334688897926
0x2C51a943193d8dEf6fD9427d680Ea823b95B40cf,203.334688897926
0x2A4e74317803e81d1A4816331250dD3a89451236,203.334688897926
0xbDb3F7de4DBDA0e3A10E3c5956417E7e6cB99dE7,203.334688897926
